comment_id.S,attachment_num.N,comment_id_att.S,comment.S,user.S,docket_id.S,when.S,user_docket.S
CMS-2022-0069-3281,3,CMS-2022-0069-3281_3,Appendix B – NJHA Recommendations on Workforce & Financing  ISSUE Section A: CareForce = Workforce  Reimagine Approach to Caring A1  RECOMMENDATION Executive Summary: A sustainable long term care careforce requires different roles and individuals with more varied skill sets; new emphasis on the rewa,harpokta_test.abagyi,CMS-2022-0069,2022/10/06 13:48,harpokta_test.abagyi_CMS-2022-0069
CMS-2022-0069-3281,2,CMS-2022-0069-3281_2,"Appendix A  This is a proposal designed by NJHA when we were engaged in State advocacy concerning staffing ratios. Phase 1: Skilled nursing facilities, except those classified as special care nursing facilities including pediatric special care nursing facilities, behavior management units, Huntingto",harpokta_test.abagyi,CMS-2022-0069,2022/10/06 13:48,harpokta_test.abagyi_CMS-2022-0069
CMS-2021-0184-0019,2,CMS-2021-0184-0019_2, ,harpokta_test.abagyi,CMS-2021-0184,2022/10/06 13:34,harpokta_test.abagyi_CMS-2021-0184
CMS-2021-0168-9421,8,CMS-2021-0168-9421_8,"11/12/21, 2:29 PM 81 Research Studies Confirm Natural Immunity to COVID ‘Equal’ or ‘Superior’ to Vaccine Immunity • Children's Health Defense EN ORDER TODAY: Robert F. Kennedy, Jr.'s New Book — 'The Real Anthony Fauci' 10/19/21 • COVID › VIEWS 81 Research Studies Confirm Natural Immunity to COVID ‘E",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 14:56,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-9421,7,CMS-2021-0168-9421_7,"CDC Manipulated Studies In Order to Prop Up Official COVID Narrative • Children's Health Defense 11/12/21, 2:22 PM 11/10/21 • COVID › VIEWS CDC Manipulated Studies In Order to Prop Up Official COVID Narrative Two studies published by the Centers for Disease Control and Prevention — both of questiona",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 14:56,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-9421,6,CMS-2021-0168-9421_6,"European Journal of Epidemiology https://doi.org/10.1007/s10654-021-00808-7 CORRESPONDENCE Increases in COVID‐19 are unrelated to levels of vaccination across 68 countries and 2947 counties in the United States S. V. Subramanian1,2  · Akhil Kumar3 Received: 17 August 2021 / Accepted: 9 September 202",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 14:56,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-9421,5,CMS-2021-0168-9421_5,"medRxiv preprint  doi:  https://doi.org/10.1101/2021.07.31.21261387 ;  this version posted August 24, 2021.  The copyright holder for this preprint  (which was not certified by peer review)  is the author/funder, who has granted medRxiv a license to display the preprint in perpetuity.  It is made av",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 14:56,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-9421,4,CMS-2021-0168-9421_4,"healthcare workers, Vietnam Nguyen Van Vinh Chau1, Nghiem My Ngoc1, Lam Anh Nguyet2, Vo Minh Quang1, Nguyen Thi Han Ny2, Dao Bach Khoa1, Nguyen Thanh Phong1, Le Mau Toan1, Nguyen Thi Thu Hong2, Nguyen Thi Kim Tuyen2, Voong Vinh Phat2, Le Nguyen Truc Nhu2, Nguyen Huynh Thanh Truc1, Bui Thi Ton That1,",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 14:56,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-9421,2,CMS-2021-0168-9421_2,"Research Article Trends in Internal Medicine US COVID-19 Vaccines Proven to Cause More Harm than Good Based on Pivotal Clinical Trial Data Analyzed Using the Proper Scientific Endpoint,  “All Cause Severe Morbidity” J. Bart Classen, MD* Classen Immunotherapies, Inc, 3637 Rockdale Road, Manchester, M",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 14:55,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-9021,7,CMS-2021-0168-9021_7,"(which was not certified by peer review) is the author/funder, who has granted medRxiv a license to display the preprint in perpetuity.  https://doi.org/10.1101/2021.12.04.21267114 this version posted December 5, 2021. ;  The copyright holder for this preprint medRxiv preprint  doi:  All rights rese",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 14:50,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-9021,4,CMS-2021-0168-9021_4,"American Journal of Therapeutics 28, e434–e460 (2021) Ivermectin for Prevention and Treatment of COVID-19 Infection: A Systematic Review, Meta-analysis, and Trial Sequential Analysis to Inform Clinical Guidelines Andrew Bryant, MSc,1* Theresa A. Lawrie, MBBCh, PhD,2 Tony C. Tham, MD, FRCP4 Therese D",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 14:47,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-9021,2,CMS-2021-0168-9021_2,"VAERS Summary for COVID-19 Vaccines through 10/1/2021 All charts and tables below reflect the data release on 10/8/2021 from the VAERS website, which includes U.S. and foreign data, and is updated through: 10/1/2021. High-Level Summary COVID19 vaccines (Dec’2020 - present) All other vaccines 1990-pr",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 14:47,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-9021,1,CMS-2021-0168-9021_1,"European Journal of Epidemiology https://doi.org/10.1007/s10654-021-00808-7 CORRESPONDENCE Increases in COVID‐19 are unrelated to levels of vaccination across 68 countries and 2947 counties in the United States S. V. Subramanian1,2  · Akhil Kumar3 Received: 17 August 2021 / Accepted: 9 September 202",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 14:47,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-8699,6,CMS-2021-0168-8699_6,"https://www.medalerts.org/vaersdb/findfield.php?TABLE=ON&GROUP1=CAT&EVENTS=ON&VAX=COVI D19 Search Results From the 12/3/2021 release of VAERS data: Found 946,463 cases where Vaccine is COVID19 Government Disclaimer on use of this data Table   Event Outcome Count                Percent Death 19,886",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 15:03,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-8699,5,CMS-2021-0168-8699_5,"https://www.medalerts.org/vaersdb/findfield.php?TABLE=ON&GROUP1=AGE&EVENTS=ON&VAX=COVI D19&DIED=Yes From the 12/3/2021 release of VAERS data: Found 19,886 cases where Vaccine is COVID19 and Patient Died Government Disclaimer on use of this data Table    Age Count Percent < 3 Years 3-6 Years 9-12 Yea",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 15:03,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-8699,4,CMS-2021-0168-8699_4,"Vaccines and Related Biological Products Advisory Committee Meeting  February 26, 2021  FDA Briefing Document  Janssen Ad26.COV2.S Vaccine for the Prevention of COVID-19                                   Sponsor:  Janssen Biotech, Inc.  Janssen Ad26.COV2.S (COVID-19) Vaccine VRBPAC Briefing Document",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 15:03,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-8699,3,CMS-2021-0168-8699_3,"Grant Final Report Grant ID: R18 HS 017045      Electronic Support for Public Health–Vaccine Adverse Event Reporting System (ESP:VAERS)      Inclusive dates: 12/01/07 - 09/30/10    Principal Investigator:  Lazarus, Ross, MBBS, MPH, MMed, GDCompSci  Team members: Michael Klompas, MD, MPH  Performing",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 15:02,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-8699,1,CMS-2021-0168-8699_1,"Research Article Trends in Internal Medicine US COVID-19 Vaccines Proven to Cause More Harm than Good Based on Pivotal Clinical Trial Data Analyzed Using the Proper Scientific Endpoint,  “All Cause Severe Morbidity” J. Bart Classen, MD* Classen Immunotherapies, Inc, 3637 Rockdale Road, Manchester, M",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 15:02,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-8450,6,CMS-2021-0168-8450_6,"Lancet Infect Dis 2021 Published Online October 28, 2021 https://doi.org/10.1016/ S1473-3099(21)00690-3 See Online/Articles https://doi.org/10.1016/ S1473-3099(21)00648-4 What is the vaccine effect on reducing transmission in the context of the SARS-CoV-2 delta variant? COVID-19 vaccines that have o",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 15:01,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-8450,5,CMS-2021-0168-8450_5,"medRxiv preprint  doi:  https://doi.org/10.1101/2021.03.26.21254377 ;  this version posted March 26, 2021.  The copyright holder for this preprint  It is made available under a  CC-BY-NC-ND 4.0 International license  .  (which was not certified by peer review)  is the author/funder, who has granted",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 15:01,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-8450,4,CMS-2021-0168-8450_4," Science, Public Health Policy, and the Law  Volume 3:100–129 October, 2021 Clinical and Translational Research  An Institute for Pure   and Applied Knowledge (IPAK)  Public Health Policy  Initiative (PHPI)  Critical Appraisal of VAERS Pharmacovigilance: Is the U.S. Vaccine Adverse Events Reporting",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 15:01,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-8450,3,CMS-2021-0168-8450_3,"COVID-19: stigmatising the unvaccinated is not justified In the USA and Germany, high-level officials have used the term pandemic of the unvaccinated, suggesting that people who have been vaccinated are not relevant in the epidemiology of COVID-19. Officials’ use of this phrase might have encouraged",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 15:01,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-8450,2,CMS-2021-0168-8450_2,"COVID-19 vaccine efficacy and effectiveness—the elephant (not) in the room Approximately 96 COVID-19 vaccines are at various stages of clinical development.1 At present, we have the interim results of four studies published in scientific journals (on the Pfizer–BioNTech BNT162b2 mRNA vaccine,2 the M",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 15:01,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-8450,1,CMS-2021-0168-8450_1,"Articles Community transmission and viral load kinetics of the SARS-CoV-2 delta (B.1.617.2) variant in vaccinated and unvaccinated individuals in the UK: a prospective, longitudinal, cohort study Anika Singanayagam*, Seran Hakki*, Jake Dunning*, Kieran J Madon, Michael A Crone, Aleksandra Koycheva,",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 15:00,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-8326,9,CMS-2021-0168-8326_9,"B. THE NATIONALIZATION OF ALL THE WEAPONS, BULLET, AND EXPLOSIVES MANUFACTURERS.  C. A NATIONAL POLICY INTENDED TO PROMOTE AND FURTHER BLACK AND OTHER PEOPLE OF COLOR CULTURES AND IDENTITIES IN THE  WORLD.  FOR THE ECONOMIC INJUSTICE: WE DEMAND:  A. A STRONG PROGRESSIVE TAX ON CAPITAL THAT WILL BE R",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 14:36,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-8326,8,CMS-2021-0168-8326_8,"Massachusetts Senior Care Association American Health Care Association  AdviniaCare Venice – AdviniaCare  UPSCALE RETIREMENT LIVING AdviniaCare Venice  Located in a beach town minutes from popular attraction such as the Venice Arts Center, public libraries, and the Venice Theatre, residents are sure",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 14:36,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-8326,7,CMS-2021-0168-8326_7,"THE PRESIDENT: Well, we’re looking at that. A lot of people are looking at it. It seems to make sense. They talk about a certain kind of bat, but that bat wasn’t in that area. If you can believe this, that’s what they’re down to now, is bats. But that bat is not in that area. That bat wasn’t sold at",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 14:38,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-8326,6,CMS-2021-0168-8326_6,"The excessive emphasis on population growth has a grim history. Since the clergymen Joseph Townsend and Thomas Malthus wrote their tracts in the 18th century, poverty and hunger have been blamed not on starvation wages, war, misrule and wealth extraction by the rich, but on the reproduction rates of",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 14:38,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-8326,5,CMS-2021-0168-8326_5,"the United States could work with Ho to guide his movement away from Communism. State Department officials, however, expressed skepticism about direct American intervention in Vietnam and the idea was tabled. Over the next twenty years, the United States would find itself allied with anti-Communist",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 14:40,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-8326,4,CMS-2021-0168-8326_4,"The Vatican has been centrally involved in many behind-the-scenes machinations involved with blocking NESARA since the 2007-2008 global financial collapse.  Back in April 2008, then Pope Joseph Ratzinger (Pope Benedict XVI) failed in an attempt to lay claim to a large tranche of the NESARA prosperit",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 14:42,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-8326,3,CMS-2021-0168-8326_3,"Event 201 simulates an outbreak of a novel zoonotic coronavirus transmitted from bats to pigs to people that eventually becomes efficiently transmissible from person to person, leading to a severe pandemic. The pathogen and the disease it causes are modeled largely on SARS, but it is more transmissi",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 14:43,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-8326,2,CMS-2021-0168-8326_2,"In an interview Sunday, Dr. Ng said her father is not out of the woods yet. But ivermectin made a clear difference, she said. Before given the medication, every attempt to wean her father even briefly from the respirator failed. Within eight hours on the medication, he was able to undergo a one-hour",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 14:43,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-8326,11,CMS-2021-0168-8326_11,"Johannes Abeler, Matthias Bäcker, Ulf Buermeyer, Hannah Zillessen  Submitted to: JMIR mHealth and uHealth on: April 14, 2020   https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6376160/  NIH – Epidemic Models of Contact Tracing  Systematic Review of Transmission Studies of Severe Acute Respiratory Syndr",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 14:35,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-8326,10,CMS-2021-0168-8326_10,"Charles Messier measured the position of the cluster and included it as M45 in his catalogue of comet-like objects, published in 1771. Along with the Orion Nebula and the Praesepe cluster, Messier's inclusion of the Pleiades has been noted as curious, as most of Messier's objects were much fainter a",harpokta_test.abagyi,CMS-2021-0168,2022/10/03 14:35,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-8326,1,CMS-2021-0168-8326_1,   ABSTRACT The COVID-19 Pandemic has provided a window of opportunity for The Great Reset in 2021 as designed by the World Economic Forum (WEF) and the Bill and Melinda Gates Foundation. There is a war on a cheap and effective drug hydroxychloroquine (HCQ) so that world population can be decreased ,harpokta_test.abagyi,CMS-2021-0168,2022/10/03 14:46,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-8266,4,CMS-2021-0168-8266_4, ,harpokta_test.abagyi,CMS-2021-0168,2022/10/03 15:06,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-8266,2,CMS-2021-0168-8266_2, ,harpokta_test.abagyi,CMS-2021-0168,2022/10/03 15:06,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-8266,1,CMS-2021-0168-8266_1, ,harpokta_test.abagyi,CMS-2021-0168,2022/10/03 15:06,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0168-0969,2,CMS-2021-0168-0969_2,"Scanning & Transmission Electron Microscopy Reveals Graphene Oxide in CoV-19 Vaccines Phase Contrast Microscopy, Transmission and Scanning Electron Microscopy and Energy-Dispersive X-ray Spectroscopy Reveal the Ingredients in the CoV-19 Vaccines!  [Germs Are Born In Us and From Us as an Outfection a",harpokta_test.abagyi,CMS-2021-0168,2022/10/04 09:50,harpokta_test.abagyi_CMS-2021-0168
CMS-2021-0070-6393,2,CMS-2021-0070-6393_2,"SECTION 131 CAP RESET ANALYSIS PREPARED BY HALL RENDER: 2/7/2022 CMS HCRIS Data Accessed January 6, 2022 HOLY NAME HOSPITAL, a/k/a HOLY NAME MEDICAL CENTER RESIDENTS IN FACILITY PRIMARY CARE OBGYN FTE NON PRIMARY CARE FTE DGME CURRENT YEAR ALLOPATHIC & OSTEOPATHIC FTES DGME DENTAL & PODIATRIC FTES D",harpokta_test.abagyi,CMS-2021-0070,2022/10/06 14:56,harpokta_test.abagyi_CMS-2021-0070
CMS-2021-0070-5905,2,CMS-2021-0070-5905_2,"apervi fa*  OUR PERSPECTIVE Making the Learning Health System a Reality Transforming the Healthcare System Through Apervita's Collaboration Platform & Solutions  apervita.com  Schedule a meeting to learn more about Apervita's Platform & Solutions at connect.apervita.com/Ihs  ""The challenges highligh",harpokta_test.abagyi,CMS-2021-0070,2022/10/06 14:53,harpokta_test.abagyi_CMS-2021-0070
CMS-2021-0070-5888,2,CMS-2021-0070-5888_2,"apervi fa*  OUR PERSPECTIVE Making the Learning Health System a Reality Transforming the Healthcare System Through Apervita's Collaboration Platform & Solutions  apervita.com  Schedule a meeting to learn more about Apervita's Platform & Solutions at connect.apervita.com/Ihs  ""The challenges highligh",harpokta_test.abagyi,CMS-2021-0070,2022/10/06 14:53,harpokta_test.abagyi_CMS-2021-0070
CMS-2021-0070-5886,2,CMS-2021-0070-5886_2,"Young-Hoon Kim, MD, PhD (Vice-Chair),4,x 2017 HRS/EHRA/ECAS/APHRS/SOLAECE expert consensus statement on catheter and surgical ablation of atrial fibrillation Hugh Calkins, MD (Chair),1 Gerhard Hindricks, MD (Vice-Chair),2,* Riccardo Cappato, MD (Vice-Chair),3,{ Eduardo B. Saad, MD, PhD (Vice-Chair),",harpokta_test.abagyi,CMS-2021-0070,2022/10/06 14:52,harpokta_test.abagyi_CMS-2021-0070
CMS-2021-0070-5617,2,CMS-2021-0070-5617_2,Appendix B                                         Elevating Cancer Equity Working Group Policy Change Recommendations     Congressional Recommendations  Clinical Trial Diversity: Congress should pass legislation requiring the FDA to consider clinical trial diversity as an element of the drug approv,harpokta_test.abagyi,CMS-2021-0070,2022/10/06 14:34,harpokta_test.abagyi_CMS-2021-0070
CMS-2021-0070-5617,1,CMS-2021-0070-5617_1,Appendix A                                         Institutional and Practice Equity Report Card  Community Engagement  Incorporates meaningful community involvement in practice leadership through a community/patient advisory committee or designated board position that is reflective of:  • • •  the ,harpokta_test.abagyi,CMS-2021-0070,2022/10/06 14:34,harpokta_test.abagyi_CMS-2021-0070
CMS-2021-0070-4844,3,CMS-2021-0070-4844_3,In Vitro Metabolism-  and Transporter-  Mediated Drug-Drug Interaction Studies Guidance for Industry          10/24/17  DRAFT GUIDANCE  This guidance document is being distributed for comment purposes only.   Comments and suggestions regarding this draft document should be submitted within 90 days o,harpokta_test.abagyi,CMS-2021-0070,2022/10/06 14:37,harpokta_test.abagyi_CMS-2021-0070
